# eV,ground_re,ground_im,pumped_re,pumped_im
1.880000000000000115e+00,-4.784472488449982563e+01,-2.255142333333733262e+01,-1.064995330959645941e+02,3.981601569250833705e+01
1.890000000000000124e+00,-5.080016425706869398e+01,-2.921234624881449093e+01,-1.073736024380954461e+02,2.941973273635899488e+01
1.900000000000000133e+00,-5.307848038424141635e+01,-3.658711790267053487e+01,-1.071425909749648895e+02,1.901481065332101750e+01
1.910000000000000142e+00,-5.454955548815303246e+01,-4.459443632187341677e+01,-1.058152731351272280e+02,8.720322967102612566e+00
1.919999999999999929e+00,-5.509492917987078897e+01,-5.312934702565848255e+01,-1.034117841661526001e+02,-1.347045634113212875e+00
1.929999999999999938e+00,-5.461223128549229955e+01,-6.206519701239387388e+01,-9.996317722227242086e+01,-1.107357439761647022e+01
1.939999999999999947e+00,-5.301924233243573781e+01,-7.125644623025820579e+01,-9.551111657757255102e+01,-2.034902340454704728e+01
1.949999999999999956e+00,-5.025741121099787279e+01,-8.054225851242294709e+01,-9.010770876613734970e+01,-2.906715920202187675e+01
1.959999999999999964e+00,-4.629467693825569086e+01,-8.975075929558941823e+01,-8.381545341158908968e+01,-3.712635384221501056e+01
1.969999999999999973e+00,-4.112746603335082796e+01,-9.870381681731188905e+01,-7.670727657102504793e+01,-4.443031455795709661e+01
1.979999999999999982e+00,-3.478176780738952090e+01,-1.072221784043362618e+02,-6.886659283552154420e+01,-5.088898905514798088e+01
1.989999999999999991e+00,-2.731322560278578493e+01,-1.151307751930040126e+02,-6.038732934233646432e+01,-5.641967501544303332e+01
2.000000000000000000e+00,-1.880622114945018097e+01,-1.222639981382686329e+02,-5.137383622522641957e+01,-6.094834280762450618e+01
2.010000000000000231e+00,-9.371970010697838305e+00,-1.284707460936746202e+02,-4.194060458444510431e+01,-6.441115874726132517e+01
2.020000000000000018e+00,8.543132688717753886e-01,-1.336190533161463350e+02,-3.221171523854258112e+01,-6.675617382251512311e+01
2.030000000000000249e+00,1.171708308982506352e+01,-1.376001187951732447e+02,-2.231994945121443763e+01,-6.794512100740834626e+01
2.040000000000000036e+00,2.304483178557806511e+01,-1.403315827491635446e+02,-1.240550630078333505e+01,-6.795524451261725574e+01
2.049999999999999822e+00,3.465499832836538019e+01,-1.417599255119883992e+02,-2.614289839332484711e+00,-6.678106791168680445e+01
2.060000000000000053e+00,4.635923293850645166e+01,-1.418618995473412667e+02,6.904248175796724674e+00,-6.443599621837191194e+01
2.069999999999999840e+00,5.796881925533195812e+01,-1.406449448917061034e+02,1.599969852594026953e+01,-6.095364065557133415e+01
2.080000000000000071e+00,6.930004986606853379e+01,-1.381465801435065544e+02,2.452367893721220327e+01,-5.638875474970465973e+01
2.089999999999999858e+00,8.017935410302266064e+01,-1.344328032681335969e+02,3.233314627819719078e+01,-5.081767688466683097e+01
2.100000000000000089e+00,9.044798899364141676e+01,-1.295955770271980896e+02,3.929394399612204580e+01,-4.433818757952295897e+01
2.109999999999999876e+00,9.996612454039153306e+01,-1.237495108818841487e+02,4.528446899341307130e+01,-3.706870916779055847e+01
2.120000000000000107e+00,1.086161821730700581e+02,-1.170278830395149612e+02,5.019932330818821242e+01,-2.914680054430147038e+01
2.129999999999999893e+00,1.163053189503858533e+02,-1.095781714292955797e+02,5.395280282199635735e+01,-2.072692916199355295e+01
2.140000000000000124e+00,1.229669882883489720e+02,-1.015572796474547488e+02,5.648206881399070767e+01,-1.197753516679062180e+01
2.149999999999999911e+00,1.285615488377007409e+02,-9.312665252317820830e+01,5.774984923173715146e+01,-3.077436885012297729e+00
2.160000000000000142e+00,1.330759346683504702e+02,-8.444747556463090632e+01,5.774652540548486002e+01,5.788338898813700339e+00
2.169999999999999929e+00,1.365224401582393625e+02,-7.567614322957119555e+01,5.649147654488717762e+01,1.443318610566518601e+01
2.180000000000000160e+00,1.389367100051822774e+02,-6.696016324633107786e+01,5.403357826325540003e+01,2.267386352699553242e+01
2.189999999999999947e+00,1.403750568223817083e+02,-5.843463902127135157e+01,5.045078171151534008e+01,3.033558618064170531e+01
2.200000000000000178e+00,1.409112543315164316e+02,-5.021944080949135270e+01,4.584873544003814061e+01,3.725707941243707211e+01
2.209999999999999964e+00,1.406329720488009798e+02,-4.241714040195957125e+01,4.035845129278811783e+01,4.329540253740507438e+01
2.220000000000000195e+00,1.396380267743739978e+02,-3.511174542292533118e+01,3.413305668051128094e+01,4.833034870348436129e+01
2.229999999999999982e+00,1.380306267777963001e+02,-2.836822989639206227e+01,2.734371652415807219e+01,5.226823656026063247e+01
2.240000000000000213e+00,1.359177764045593904e+02,-2.223281952100017023e+01,2.017484698977862934e+01,5.504492713884260979e+01
